ORDERID;NATURE;OPERATIONTYPE;AMOUNT;CURRENCY;"BILLINGFEES INCL. VAT";DATE;CHARGEBACKDATE;"TRANSFER REFERENCE";EXTRADATA;3DSECUREFEE
1677575~1;payment;payment;64.09;EUR;0.30;"2023-02-12 11:41:57";;20230213.150.20134253043109506;;0.00260
1677576~1;payment;payment;18.49;EUR;0.08;"2023-02-12 11:41:57";;20230213.150.20134253043109506;;0.00260
1677578~1;payment;payment;47.69;EUR;0.23;"2023-02-12 11:43:27";;20230213.150.20134253043109506;;0.00260
1677577~1;payment;payment;148.50;EUR;0.70;"2023-02-12 11:45:31";;20230213.150.20134253043109506;;0.00260
1677579~1;payment;payment;58.10;EUR;0.28;"2023-02-12 11:46:23";;20230213.150.20134253043109506;;0.00260
1677581~1;payment;payment;15.49;EUR;0.07;"2023-02-12 11:46:25";;20230213.150.20134253043109506;;0.00260
1677580~1;payment;payment;29.00;EUR;0.13;"2023-02-12 11:46:45";;20230213.150.20134253043109506;;0.00260
1677589~1;payment;payment;89.42;EUR;0.42;"2023-02-12 11:58:27";;20230213.150.20134253043109506;;0.00260
1677588~1;payment;payment;155.80;EUR;0.73;"2023-02-12 11:58:54";;20230213.150.20134253043109506;;0.00260
1677585~1;payment;payment;19.49;EUR;0.10;"2023-02-12 11:59:50";;20230213.150.20134253043109506;;0.00260
1677591~1;payment;payment;108.39;EUR;0.50;"2023-02-12 12:00:35";;20230213.150.20134253043109506;;0.00260
1677590~1;payment;payment;134.07;EUR;0.62;"2023-02-12 12:00:44";;20230213.150.20134253043109506;;0.00260
1677592~1;payment;payment;79.54;EUR;0.37;"2023-02-12 12:04:53";;20230213.150.20134253043109506;;0.00260
1677596~1;payment;payment;31.50;EUR;0.14;"2023-02-12 12:07:08";;20230213.150.20134253043109506;;0.00260
1677595~1;payment;payment;175.19;EUR;0.82;"2023-02-12 12:07:45";;20230213.150.20134253043109506;;0.00260
1677597~1;payment;payment;31.50;EUR;0.14;"2023-02-12 12:08:26";;20230213.150.20134253043109506;;0.00260
1677598~1;payment;payment;119.41;EUR;0.56;"2023-02-12 12:11:19";;20230213.150.20134253043109506;;0.00260
1677600~1;payment;payment;73.29;EUR;0.35;"2023-02-12 12:12:36";;20230213.150.20134253043109506;;0.00260
1677604~1;payment;payment;69.20;EUR;0.32;"2023-02-12 12:15:34";;20230213.150.20134253043109506;;0.00260
1677605~1;payment;payment;41.50;EUR;0.19;"2023-02-12 12:17:18";;20230213.150.20134253043109506;;0.00260
1677607~1;payment;payment;76.00;EUR;0.36;"2023-02-12 12:19:19";;20230213.150.20134253043109506;;0.00260
1677609~1;payment;payment;166.29;EUR;1.42;"2023-02-12 12:27:39";;20230213.150.20134253043109506;;0.02000
1677622~1;payment;payment;105.29;EUR;0.49;"2023-02-12 12:50:14";;20230213.150.20134253043109506;;0.00260
1677633~1;payment;payment;13.50;EUR;0.06;"2023-02-12 12:54:39";;20230213.150.20134253043109506;;0.00260
1677629~1;payment;payment;100.70;EUR;0.47;"2023-02-12 12:55:11";;20230213.150.20134253043109506;;0.00260
1677644~1;payment;payment;136.49;EUR;1.16;"2023-02-12 12:57:43";;20230213.150.20134253043109506;;0.02000
1677649~1;payment;payment;40.00;EUR;0.19;"2023-02-12 12:58:51";;20230213.150.20134253043109506;;0.00260
1677651~1;payment;payment;13.50;EUR;0.06;"2023-02-12 12:59:58";;20230213.150.20134253043109506;;0.00260
1677661~1;payment;payment;35.50;EUR;0.17;"2023-02-12 13:05:02";;20230213.150.20134253043109506;;0.00260
1677657~1;payment;payment;13.79;EUR;0.06;"2023-02-12 13:05:09";;20230213.150.20134253043109506;;0.00260
1677642~1;payment;payment;13.50;EUR;0.06;"2023-02-12 13:06:29";;20230213.150.20134253043109506;;0.00260
1677665~1;payment;payment;13.50;EUR;0.06;"2023-02-12 13:07:58";;20230213.150.20134253043109506;;0.00260
1677663~1;payment;payment;38.49;EUR;0.18;"2023-02-12 13:08:03";;20230213.150.20134253043109506;;0.00260
1677670~1;payment;payment;34.50;EUR;0.16;"2023-02-12 13:11:37";;20230213.150.20134253043109506;;0.00260
1677673~1;payment;payment;13.50;EUR;0.06;"2023-02-12 13:12:54";;20230213.150.20134253043109506;;0.00260
1677659~1;payment;payment;30.50;EUR;0.29;"2023-02-12 13:14:13";;20230213.150.20134253043109506;;0.04000
1677677~1;payment;payment;34.49;EUR;0.16;"2023-02-12 13:15:06";;20230213.150.20134253043109506;;0.00260
1677678~1;payment;payment;51.00;EUR;0.24;"2023-02-12 13:15:39";;20230213.150.20134253043109506;;0.00260
1677679~1;payment;payment;93.57;EUR;0.43;"2023-02-12 13:18:53";;20230213.150.20134253043109506;;0.00260
1677680~1;payment;payment;30.50;EUR;0.14;"2023-02-12 13:19:23";;20230213.150.20134253043109506;;0.00260
1677683~1;payment;payment;38.49;EUR;0.18;"2023-02-12 13:19:57";;20230213.150.20134253043109506;;0.00260
1677689~1;payment;payment;55.50;EUR;0.26;"2023-02-12 13:23:32";;20230213.150.20134253043109506;;0.00260
1677692~1;payment;payment;22.50;EUR;0.23;"2023-02-12 13:25:20";;20230213.150.20134253043109506;;0.02000
1677691~1;payment;payment;69.30;EUR;0.32;"2023-02-12 13:25:45";;20230213.150.20134253043109506;;0.00260
1677694~1;payment;payment;24.50;EUR;0.12;"2023-02-12 13:26:08";;20230213.150.20134253043109506;;0.00260
1677690~1;payment;payment;126.49;EUR;0.59;"2023-02-12 13:26:15";;20230213.150.20134253043109506;;0.00260
1677685~1;payment;payment;32.25;EUR;0.00;"2023-02-12 13:28:18";;;;0.04000
1677685~1;payment;payment;32.25;EUR;0.30;"2023-02-12 13:29:06";;20230213.150.20134253043109506;;0.02000
1677697~1;payment;payment;15.50;EUR;0.17;"2023-02-12 13:29:38";;20230213.150.20134253043109506;;0.02000
1677696~1;payment;payment;24.50;EUR;0.12;"2023-02-12 13:30:05";;20230213.150.20134253043109506;;0.00260
1677699~1;payment;payment;81.50;EUR;0.38;"2023-02-12 13:32:47";;20230213.150.20134253043109506;;0.00260
1677700~1;payment;payment;28.50;EUR;0.13;"2023-02-12 13:33:40";;20230213.150.20134253043109506;;0.00260
1677701~1;payment;payment;147.09;EUR;0.68;"2023-02-12 13:33:50";;20230213.150.20134253043109506;;0.00260
1677704~1;payment;payment;29.79;EUR;0.14;"2023-02-12 13:34:38";;20230213.150.20134253043109506;;0.00260
1677711~1;payment;payment;54.50;EUR;0.00;"2023-02-12 13:38:18";;;;0.02000
1677714~1;payment;payment;57.49;EUR;0.26;"2023-02-12 13:43:04";;20230213.150.20134253043109506;;0.00260
1677717~1;payment;payment;57.50;EUR;0.26;"2023-02-12 13:44:38";;20230213.150.20134253043109506;;0.00260
1677721~1;payment;payment;23.50;EUR;0.11;"2023-02-12 13:46:27";;20230213.150.20134253043109506;;0.00260
1677727~1;payment;payment;38.50;EUR;0.18;"2023-02-12 13:49:44";;20230213.150.20134253043109506;;0.00260
1677731~1;payment;payment;25.59;EUR;0.12;"2023-02-12 13:52:28";;20230213.150.20134253043109506;;0.00260
1677730~1;payment;payment;25.99;EUR;0.12;"2023-02-12 13:53:50";;20230213.150.20134253043109506;;0.00260
1677735~1;payment;payment;236.48;EUR;1.10;"2023-02-12 13:55:30";;20230213.150.20134253043109506;;0.00260
1677318~1;payment;payment;27.69;EUR;0.13;"2023-02-12 14:00:06";;20230213.150.20134253043109506;;0.00260
1677739~1;payment;payment;22.50;EUR;0.11;"2023-02-12 14:00:10";;20230213.150.20134253043109506;;0.00260
1677747~1;payment;payment;26.98;EUR;0.00;"2023-02-12 14:07:10";;;;0.02000
1677747~1;payment;payment;26.98;EUR;0.00;"2023-02-12 14:07:12";;;;0.02000
1677747~1;payment;payment;26.98;EUR;0.00;"2023-02-12 14:07:13";;;;0.02000
1677747~1;payment;payment;26.98;EUR;0.00;"2023-02-12 14:07:15";;;;0.02000
1677747~1;payment;payment;26.98;EUR;0.26;"2023-02-12 14:07:17";;20230213.150.20134253043109506;;0.02000
1677752~1;payment;payment;34.99;EUR;0.32;"2023-02-12 14:10:48";;20230213.150.20134253043109506;;0.04000
1677756~1;payment;payment;44.50;EUR;0.20;"2023-02-12 14:12:07";;20230213.150.20134253043109506;;0.00260
1677755~1;payment;payment;51.50;EUR;0.24;"2023-02-12 14:12:11";;20230213.150.20134253043109506;;0.00260
1677759~1;payment;payment;38.30;EUR;0.18;"2023-02-12 14:12:52";;20230213.150.20134253043109506;;0.00260
1677757~1;payment;payment;81.08;EUR;0.38;"2023-02-12 14:12:58";;20230213.150.20134253043109506;;0.00260
1677765~1;payment;payment;52.00;EUR;0.47;"2023-02-12 14:18:51";;20230213.150.20134253043109506;;0.02000
1677768~1;payment;payment;22.50;EUR;0.11;"2023-02-12 14:21:11";;20230213.150.20134253043109506;;0.00260
1677770~1;payment;payment;44.50;EUR;0.20;"2023-02-12 14:24:18";;20230213.150.20134253043109506;;0.00260
1677773~1;payment;payment;24.50;EUR;0.12;"2023-02-12 14:24:56";;20230213.150.20134253043109506;;0.00260
1677771~1;payment;payment;101.00;EUR;0.47;"2023-02-12 14:25:43";;20230213.150.20134253043109506;;0.00260
1677775~1;payment;payment;67.00;EUR;0.00;"2023-02-12 14:25:56";;;;0.02000
1677775~1;payment;payment;67.00;EUR;0.59;"2023-02-12 14:25:58";;20230213.150.20134253043109506;;0.02000
1677776~1;payment;payment;17.20;EUR;0.18;"2023-02-12 14:26:29";;20230213.150.20134253043109506;;0.02000
1677777~1;payment;payment;51.50;EUR;0.24;"2023-02-12 14:26:49";;20230213.150.20134253043109506;;0.00260
1677778~1;payment;payment;25.50;EUR;0.12;"2023-02-12 14:27:08";;20230213.150.20134253043109506;;0.00260
1677782~1;payment;payment;57.00;EUR;0.26;"2023-02-12 14:30:40";;20230213.150.20134253043109506;;0.00260
1677780~1;payment;payment;27.50;EUR;0.13;"2023-02-12 14:31:51";;20230213.150.20134253043109506;;0.00260
1677787~1;payment;payment;37.26;EUR;0.18;"2023-02-12 14:33:15";;20230213.150.20134253043109506;;0.00260
1677788~1;payment;payment;47.39;EUR;0.22;"2023-02-12 14:34:10";;20230213.150.20134253043109506;;0.00260
1677792~1;payment;payment;102.00;EUR;0.48;"2023-02-12 14:37:21";;20230213.150.20134253043109506;;0.00260
1677797~1;payment;payment;104.45;EUR;0.90;"2023-02-12 14:38:56";;20230213.150.20134253043109506;;0.04000
1677798~1;payment;payment;22.50;EUR;0.11;"2023-02-12 14:39:13";;20230213.150.20134253043109506;;0.00260
1677805~1;payment;payment;50.00;EUR;0.24;"2023-02-12 14:47:17";;20230213.150.20134253043109506;;0.00260
1677806~1;payment;payment;23.50;EUR;0.11;"2023-02-12 14:49:18";;20230213.150.20134253043109506;;0.00260
1677811~1;payment;payment;22.50;EUR;0.11;"2023-02-12 14:52:37";;20230213.150.20134253043109506;;0.00260
1677821~1;payment;payment;104.49;EUR;0.49;"2023-02-12 14:57:39";;20230213.150.20134253043109506;;0.00260
1677824~1;payment;payment;33.50;EUR;0.31;"2023-02-12 14:59:35";;20230213.150.20134253043109506;;0.02000
1677829~1;payment;payment;59.00;EUR;0.28;"2023-02-12 15:03:35";;20230213.150.20134253043109506;;0.00260
1677830~1;payment;payment;41.98;EUR;0.19;"2023-02-12 15:04:00";;20230213.150.20134253043109506;;0.00260
1677831~1;payment;payment;52.50;EUR;0.24;"2023-02-12 15:04:40";;20230213.150.20134253043109506;;0.00260
1677833~1;payment;payment;65.70;EUR;0.31;"2023-02-12 15:05:30";;20230213.150.20134253043109506;;0.00260
1677832~1;payment;payment;13.50;EUR;0.06;"2023-02-12 15:05:43";;20230213.150.20134253043109506;;0.00260
1677834~1;payment;payment;25.30;EUR;0.12;"2023-02-12 15:06:37";;20230213.150.20134253043109506;;0.00260
1677837~1;payment;payment;68.99;EUR;0.32;"2023-02-12 15:10:29";;20230213.150.20134253043109506;;0.00260
1677838~1;payment;payment;23.50;EUR;0.11;"2023-02-12 15:11:18";;20230213.150.20134253043109506;;0.00260
1677839~1;payment;payment;57.50;EUR;0.26;"2023-02-12 15:12:56";;20230213.150.20134253043109506;;0.00260
1677840~1;payment;payment;23.00;EUR;0.11;"2023-02-12 15:13:14";;20230213.150.20134253043109506;;0.00260
1677845~1;payment;payment;43.50;EUR;0.20;"2023-02-12 15:17:44";;20230213.150.20134253043109506;;0.00260
1677415~1;payment;payment;97.10;EUR;0.46;"2023-02-12 15:19:46";;20230213.150.20134253043109506;;0.00260
1677849~1;payment;payment;32.26;EUR;0.30;"2023-02-12 15:20:58";;20230213.150.20134253043109506;;0.04000
1677852~1;payment;payment;13.50;EUR;0.06;"2023-02-12 15:21:29";;20230213.150.20134253043109506;;0.00260
1677851~1;payment;payment;30.00;EUR;0.14;"2023-02-12 15:22:23";;20230213.150.20134253043109506;;0.00260
1677853~1;payment;payment;20.50;EUR;0.20;"2023-02-12 15:22:29";;20230213.150.20134253043109506;;0.02000
1677850~1;payment;payment;135.84;EUR;0.64;"2023-02-12 15:25:37";;20230213.150.20134253043109506;;0.00260
1677859~1;payment;payment;98.50;EUR;0.46;"2023-02-12 15:28:27";;20230213.150.20134253043109506;;0.00260
1677862~1;payment;payment;61.64;EUR;0.29;"2023-02-12 15:29:19";;20230213.150.20134253043109506;;0.00260
1677860~1;payment;payment;59.50;EUR;0.28;"2023-02-12 15:31:25";;20230213.150.20134253043109506;;0.00260
1677865~1;payment;payment;13.50;EUR;0.06;"2023-02-12 15:32:09";;20230213.150.20134253043109506;;0.00260
1677866~1;payment;payment;254.99;EUR;1.19;"2023-02-12 15:33:47";;20230213.150.20134253043109506;;0.00260
1677868~1;payment;payment;26.00;EUR;0.12;"2023-02-12 15:38:32";;20230213.150.20134253043109506;;0.00260
1677873~1;payment;payment;96.80;EUR;1.37;"2023-02-12 15:42:44";;20230213.150.20134253043109506;;0.04000
1677877~1;payment;payment;19.90;EUR;0.10;"2023-02-12 15:45:41";;20230213.150.20134253043109506;;0.00260
1677875~1;payment;payment;31.00;EUR;0.29;"2023-02-12 15:45:44";;20230213.150.20134253043109506;;0.02000
1677876~1;payment;payment;129.39;EUR;0.60;"2023-02-12 15:47:20";;20230213.150.20134253043109506;;0.00260
1677878~1;payment;payment;50.00;EUR;0.24;"2023-02-12 15:48:31";;20230213.150.20134253043109506;;0.00260
1677880~1;payment;payment;15.50;EUR;0.07;"2023-02-12 15:49:07";;20230213.150.20134253043109506;;0.00260
1677881~1;payment;payment;22.50;EUR;0.11;"2023-02-12 15:50:51";;20230213.150.20134253043109506;;0.00260
1677882~1;payment;payment;25.50;EUR;0.12;"2023-02-12 15:51:28";;20230213.150.20134253043109506;;0.00260
1677883~1;payment;payment;203.43;EUR;0.95;"2023-02-12 15:52:23";;20230213.150.20134253043109506;;0.00260
1677888~1;payment;payment;229.16;EUR;1.07;"2023-02-12 15:53:44";;20230213.150.20134253043109506;;0.00260
1677891~1;payment;payment;49.68;EUR;0.23;"2023-02-12 15:54:34";;20230213.150.20134253043109506;;0.00260
1677893~1;payment;payment;45.19;EUR;0.22;"2023-02-12 15:55:55";;20230213.150.20134253043109506;;0.00260
1677894~1;payment;payment;22.00;EUR;0.22;"2023-02-12 15:56:36";;20230213.150.20134253043109506;;0.02000
1677897~1;payment;payment;78.98;EUR;0.37;"2023-02-12 15:59:00";;20230213.150.20134253043109506;;0.00260
1677900~1;payment;payment;234.99;EUR;1.10;"2023-02-12 15:59:43";;20230213.150.20134253043109506;;0.00260
1677901~1;payment;payment;152.11;EUR;0.71;"2023-02-12 15:59:46";;20230213.150.20134253043109506;;0.00260
1677907~1;payment;payment;40.50;EUR;0.19;"2023-02-12 16:03:03";;20230213.150.20134253043109506;;0.00260
1677909~1;payment;payment;31.30;EUR;0.14;"2023-02-12 16:05:20";;20230213.150.20134253043109506;;0.00260
1677912~1;payment;payment;13.50;EUR;0.06;"2023-02-12 16:06:45";;20230213.150.20134253043109506;;0.00260
1677913~1;payment;payment;106.07;EUR;0.49;"2023-02-12 16:07:37";;20230213.150.20134253043109506;;0.00260
1677918~1;payment;payment;13.50;EUR;0.06;"2023-02-12 16:10:58";;20230213.150.20134253043109506;;0.00260
1677920~1;payment;payment;66.37;EUR;0.00;"2023-02-12 16:13:01";;;;0.04000
1677921~1;payment;payment;64.10;EUR;0.30;"2023-02-12 16:13:12";;20230213.150.20134253043109506;;0.00260
1677922~1;payment;payment;15.49;EUR;0.07;"2023-02-12 16:13:32";;20230213.150.20134253043109506;;0.00260
1677924~1;payment;payment;139.01;EUR;0.65;"2023-02-12 16:14:57";;20230213.150.20134253043109506;;0.00260
1677929~1;payment;payment;22.50;EUR;0.11;"2023-02-12 16:17:35";;20230213.150.20134253043109506;;0.00260
1677925~1;payment;payment;48.80;EUR;0.23;"2023-02-12 16:18:47";;20230213.150.20134253043109506;;0.00260
1677933~1;payment;payment;20.50;EUR;0.10;"2023-02-12 16:19:56";;20230213.150.20134253043109506;;0.00260
1677934~1;payment;payment;111.45;EUR;0.96;"2023-02-12 16:20:24";;20230213.150.20134253043109506;;0.02000
1677928~1;payment;payment;151.86;EUR;0.71;"2023-02-12 16:20:33";;20230213.150.20134253043109506;;0.00260
1677936~1;payment;payment;55.70;EUR;0.26;"2023-02-12 16:23:06";;20230213.150.20134253043109506;;0.00260
1677937~1;payment;payment;13.50;EUR;0.06;"2023-02-12 16:24:14";;20230213.150.20134253043109506;;0.00260
1677939~1;payment;payment;99.79;EUR;0.47;"2023-02-12 16:25:20";;20230213.150.20134253043109506;;0.00260
1677940~1;payment;payment;102.64;EUR;0.89;"2023-02-12 16:29:04";;20230213.150.20134253043109506;;0.04000
1677935~1;payment;payment;31.00;EUR;0.14;"2023-02-12 16:29:17";;20230213.150.20134253043109506;;0.00260
1677941~1;payment;payment;41.99;EUR;0.19;"2023-02-12 16:31:05";;20230213.150.20134253043109506;;0.00260
1677946~1;payment;payment;16.50;EUR;0.07;"2023-02-12 16:38:56";;20230213.150.20134253043109506;;0.00260
1677943~1;payment;payment;78.05;EUR;0.36;"2023-02-12 16:39:33";;20230213.150.20134253043109506;;0.00260
1677947~1;payment;payment;71.00;EUR;0.34;"2023-02-12 16:39:44";;20230213.150.20134253043109506;;0.00260
1677948~1;payment;payment;24.49;EUR;0.12;"2023-02-12 16:42:37";;20230213.150.20134253043109506;;0.00260
1677954~1;payment;payment;14.50;EUR;0.07;"2023-02-12 16:43:08";;20230213.150.20134253043109506;;0.00260
1677958~1;payment;payment;169.97;EUR;0.79;"2023-02-12 16:46:38";;20230213.150.20134253043109506;;0.00260
1677959~1;payment;payment;16.75;EUR;0.08;"2023-02-12 16:49:33";;20230213.150.20134253043109506;;0.00260
1677960~1;payment;payment;54.89;EUR;0.25;"2023-02-12 16:50:03";;20230213.150.20134253043109506;;0.00260
1677963~1;payment;payment;137.75;EUR;0.65;"2023-02-12 16:55:32";;20230213.150.20134253043109506;;0.00260
1677964~1;payment;payment;101.08;EUR;0.47;"2023-02-12 16:58:22";;20230213.150.20134253043109506;;0.00260
1677966~1;payment;payment;36.00;EUR;0.17;"2023-02-12 16:59:27";;20230213.150.20134253043109506;;0.00260
1677970~1;payment;payment;52.50;EUR;0.47;"2023-02-12 17:02:18";;20230213.150.20134253043109506;;0.02000
1677973~1;payment;payment;23.40;EUR;0.11;"2023-02-12 17:07:29";;20230213.150.20134253043109506;;0.00260
1677975~1;payment;payment;53.09;EUR;0.00;"2023-02-12 17:08:08";;;;0.02000
1677975~1;payment;payment;53.09;EUR;0.48;"2023-02-12 17:08:09";;20230213.150.20134253043109506;;0.02000
1677977~1;payment;payment;40.00;EUR;0.19;"2023-02-12 17:08:32";;20230213.150.20134253043109506;;0.00260
1677978~1;payment;payment;114.50;EUR;0.54;"2023-02-12 17:09:47";;20230213.150.20134253043109506;;0.00260
1677980~1;payment;payment;43.50;EUR;0.20;"2023-02-12 17:10:40";;20230213.150.20134253043109506;;0.00260
1677982~1;payment;payment;182.98;EUR;0.85;"2023-02-12 17:11:52";;20230213.150.20134253043109506;;0.00260
1677981~1;payment;payment;115.38;EUR;0.54;"2023-02-12 17:13:03";;20230213.150.20134253043109506;;0.00260
1677985~1;payment;payment;210.23;EUR;0.98;"2023-02-12 17:14:06";;20230213.150.20134253043109506;;0.00260
1677987~1;payment;payment;136.69;EUR;0.64;"2023-02-12 17:14:25";;20230213.150.20134253043109506;;0.00260
1677990~1;payment;payment;51.50;EUR;0.24;"2023-02-12 17:16:24";;20230213.150.20134253043109506;;0.00260
1677986~1;payment;payment;52.50;EUR;0.24;"2023-02-12 17:17:28";;20230213.150.20134253043109506;;0.00260
1677988~1;payment;payment;28.47;EUR;0.00;"2023-02-12 17:18:01";;;;0.02000
1677992~1;payment;payment;52.10;EUR;0.24;"2023-02-12 17:19:20";;20230213.150.20134253043109506;;0.00260
1677996~1;payment;payment;46.70;EUR;0.22;"2023-02-12 17:20:57";;20230213.150.20134253043109506;;0.00260
1677997~1;payment;payment;13.00;EUR;0.14;"2023-02-12 17:21:30";;20230213.150.20134253043109506;;0.02000
1677998~1;payment;payment;83.99;EUR;0.40;"2023-02-12 17:24:13";;20230213.150.20134253043109506;;0.00260
1677994~1;payment;payment;155.45;EUR;0.73;"2023-02-12 17:25:34";;20230213.150.20134253043109506;;0.00260
1678001~1;payment;payment;13.00;EUR;0.06;"2023-02-12 17:26:53";;20230213.150.20134253043109506;;0.00260
1677828~1;payment;payment;34.49;EUR;0.16;"2023-02-12 17:27:41";;20230213.150.20134253043109506;;0.00260
1678010~1;payment;payment;13.50;EUR;0.06;"2023-02-12 17:34:07";;20230213.150.20134253043109506;;0.00260
1678003~1;payment;payment;36.99;EUR;0.17;"2023-02-12 17:36:19";;20230213.150.20134253043109506;;0.00260
1678020~1;payment;payment;52.50;EUR;0.24;"2023-02-12 17:40:42";;20230213.150.20134253043109506;;0.00260
1678022~1;payment;payment;33.99;EUR;0.16;"2023-02-12 17:43:38";;20230213.150.20134253043109506;;0.00260
1678015~1;payment;payment;93.50;EUR;0.43;"2023-02-12 17:47:33";;20230213.150.20134253043109506;;0.00260
1678027~1;payment;payment;34.60;EUR;0.32;"2023-02-12 17:50:31";;20230213.150.20134253043109506;;0.02000
1678029~1;payment;payment;44.50;EUR;0.20;"2023-02-12 17:51:08";;20230213.150.20134253043109506;;0.00260
1678032~1;payment;payment;40.19;EUR;0.19;"2023-02-12 17:54:08";;20230213.150.20134253043109506;;0.00260
1678031~1;payment;payment;36.26;EUR;0.17;"2023-02-12 17:55:58";;20230213.150.20134253043109506;;0.00260
1678034~1;payment;payment;40.17;EUR;0.19;"2023-02-12 17:58:10";;20230213.150.20134253043109506;;0.00260
1678035~1;payment;payment;69.50;EUR;0.32;"2023-02-12 17:58:35";;20230213.150.20134253043109506;;0.00260
1678038~1;payment;payment;82.59;EUR;0.38;"2023-02-12 18:01:11";;20230213.150.20134253043109506;;0.00260
1678043~1;payment;payment;48.19;EUR;0.23;"2023-02-12 18:04:41";;20230213.150.20134253043109506;;0.00260
1678045~1;payment;payment;31.47;EUR;0.14;"2023-02-12 18:08:26";;20230213.150.20134253043109506;;0.00260
1678052~1;payment;payment;68.47;EUR;0.32;"2023-02-12 18:17:07";;20230213.150.20134253043109506;;0.00260
1678054~1;payment;payment;66.29;EUR;0.31;"2023-02-12 18:19:22";;20230213.150.20134253043109506;;0.00260
1678056~1;payment;payment;52.50;EUR;0.24;"2023-02-12 18:21:27";;20230213.150.20134253043109506;;0.00260
1678057~1;payment;payment;64.40;EUR;0.30;"2023-02-12 18:22:19";;20230213.150.20134253043109506;;0.00260
1678058~1;payment;payment;44.46;EUR;0.20;"2023-02-12 18:23:31";;20230213.150.20134253043109506;;0.00260
1678059~1;payment;payment;108.00;EUR;0.50;"2023-02-12 18:23:53";;20230213.150.20134253043109506;;0.00260
1678060~1;payment;payment;56.39;EUR;0.26;"2023-02-12 18:24:46";;20230213.150.20134253043109506;;0.00260
1678063~1;payment;payment;244.64;EUR;1.14;"2023-02-12 18:26:48";;20230213.150.20134253043109506;;0.00260
1678064~1;payment;payment;114.18;EUR;0.54;"2023-02-12 18:29:18";;20230213.150.20134253043109506;;0.00260
1678065~1;payment;payment;102.60;EUR;0.48;"2023-02-12 18:29:35";;20230213.150.20134253043109506;;0.00260
1678066~1;payment;payment;40.99;EUR;0.19;"2023-02-12 18:31:42";;20230213.150.20134253043109506;;0.00260
1678069~1;payment;payment;52.85;EUR;0.25;"2023-02-12 18:33:44";;20230213.150.20134253043109506;;0.00260
1678067~1;payment;payment;177.18;EUR;2.44;"2023-02-12 18:36:04";;20230213.150.20134253043109506;;0.04000
1678019~1;payment;payment;166.50;EUR;0.78;"2023-02-12 18:36:55";;20230213.150.20134253043109506;;0.00260
1678073~1;payment;payment;54.51;EUR;0.25;"2023-02-12 18:37:44";;20230213.150.20134253043109506;;0.00260
1676332~1;payment;payment;39.00;EUR;0.36;"2023-02-12 18:39:19";;20230213.150.20134253043109506;;0.04000
1678074~1;payment;payment;26.20;EUR;0.12;"2023-02-12 18:40:41";;20230213.150.20134253043109506;;0.00260
1678078~1;payment;payment;111.48;EUR;0.52;"2023-02-12 18:40:49";;20230213.150.20134253043109506;;0.00260
1678079~1;payment;payment;53.40;EUR;0.48;"2023-02-12 18:43:20";;20230213.150.20134253043109506;;0.04000
1678081~1;payment;payment;33.79;EUR;0.31;"2023-02-12 18:45:34";;20230213.150.20134253043109506;;0.04000
1678082~1;payment;payment;17.40;EUR;0.08;"2023-02-12 18:48:34";;20230213.150.20134253043109506;;0.00260
1678085~1;payment;payment;41.55;EUR;0.19;"2023-02-12 18:52:49";;20230213.150.20134253043109506;;0.00260
1678087~1;payment;payment;40.50;EUR;0.19;"2023-02-12 18:58:14";;20230213.150.20134253043109506;;0.00260
1678090~1;payment;payment;134.17;EUR;1.15;"2023-02-12 19:00:01";;20230213.150.20134253043109506;;0.04000
1678093~1;payment;payment;131.99;EUR;0.61;"2023-02-12 19:04:25";;20230213.150.20134253043109506;;0.00260
1678094~1;payment;payment;78.60;EUR;0.37;"2023-02-12 19:05:08";;20230213.150.20134253043109506;;0.00260
1678098~1;payment;payment;104.69;EUR;0.49;"2023-02-12 19:10:35";;20230213.150.20134253043109506;;0.00260
1678097~1;payment;payment;29.50;EUR;0.14;"2023-02-12 19:10:42";;20230213.150.20134253043109506;;0.00260
1678076~1;payment;payment;58.48;EUR;0.28;"2023-02-12 19:14:14";;20230213.150.20134253043109506;;0.00260
1678100~1;payment;payment;64.17;EUR;0.30;"2023-02-12 19:20:33";;20230213.150.20134253043109506;;0.00260
1678105~1;payment;payment;18.00;EUR;0.08;"2023-02-12 19:27:29";;20230213.150.20134253043109506;;0.00260
1678084~1;payment;payment;165.31;EUR;1.40;"2023-02-12 19:27:50";;20230213.150.20134253043109506;;0.04000
1678107~1;payment;payment;17.99;EUR;0.08;"2023-02-12 19:30:35";;20230213.150.20134253043109506;;0.00260
1678109~1;payment;payment;15.73;EUR;0.07;"2023-02-12 19:34:15";;20230213.150.20134253043109506;;0.00260
1678112~1;payment;payment;39.79;EUR;0.19;"2023-02-12 19:39:29";;20230213.150.20134253043109506;;0.00260
1678113~1;payment;payment;40.50;EUR;0.19;"2023-02-12 19:40:29";;20230213.150.20134253043109506;;0.00260
1678106~1;payment;payment;159.37;EUR;0.74;"2023-02-12 19:40:52";;20230213.150.20134253043109506;;0.00260
1678114~1;payment;payment;112.69;EUR;0.53;"2023-02-12 19:41:37";;20230213.150.20134253043109506;;0.00260
1678115~1;payment;payment;33.50;EUR;0.31;"2023-02-12 19:42:22";;20230213.150.20134253043109506;;0.02000
1678122~1;payment;payment;105.69;EUR;0.49;"2023-02-12 19:58:45";;20230213.150.20134253043109506;;0.00260
